Genero,PersonaMayor,Socio,Dependientes,Permanencia,ServicioTelefonico,VariasLineas,ServicioInternet,SeguridadLinea,CopiaSeguridadLinea,ProteccionDispositivo,ServicioTecnico,ServicioTV,ServicioPeliculas,Contrato,FacturacionElectronica,MetodoPago,RecargoMensual,TotalRecargo,Abandono
Femenino,1,Si,No,18,No,Sin Servicio Telefónico,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,48.35,810.7,Si
Masculino,0,Si,Si,47,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Cheque Electrónico,54.25,2538.2,No
Femenino,0,Si,Si,72,Si,No,DSL,Si,Si,Si,Si,Si,Si,dos anios,No,Transferencia bancaria (automática),85.3,6129.2,No
Masculino,1,Si,No,33,No,Sin Servicio Telefónico,DSL,No,Si,Si,Si,Si,No,Mensual,Si,Cheque Electrónico,50.0,1750.85,No
Femenino,0,Si,Si,2,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por Correo,24.4,36.55,Si
Femenino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),90.95,6652.45,No
Masculino,1,Si,No,37,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),72.25,2575.45,No
Femenino,1,Si,Si,62,Si,Si,Fibra Óptica,No,Si,Si,No,No,Si,Mensual,Si,Tarjeta de crédito (automática),96.1,6019.35,No
Femenino,0,Si,No,71,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),19.85,1379.6,No
Masculino,0,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,Transferencia bancaria (automática),55.3,1284.2,No
Femenino,0,No,No,16,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,20.1,296.15,No
Masculino,0,No,No,9,Si,No,DSL,Si,No,Si,Si,Si,No,Mensual,Si,Cheque por Correo,69.5,653.25,No
Masculino,0,Si,Si,17,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Cheque por Correo,25.15,412.6,No
Femenino,0,No,No,4,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Transferencia bancaria (automática),20.95,85.5,Si
Femenino,1,Si,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque Electrónico,49.55,49.55,Si
Femenino,0,Si,No,24,Si,Si,Fibra Óptica,No,No,Si,No,No,No,Mensual,Si,Cheque por Correo,79.65,1928.7,No
Femenino,1,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,71.25,71.25,No
Masculino,1,No,No,72,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,No,Transferencia bancaria (automática),113.8,7845.8,No
Femenino,0,Si,No,72,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque Electrónico,24.55,1750.7,No
Femenino,0,No,Si,11,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Tarjeta de crédito (automática),19.7,216.2,No
Masculino,0,No,No,9,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.25,178.5,Si
Femenino,1,Si,No,2,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Tarjeta de crédito (automática),50.15,115.1,Si
Femenino,1,Si,No,60,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,un anio,Si,Tarjeta de crédito (automática),100.5,6029.0,No
Masculino,1,Si,No,29,Si,Si,Fibra Óptica,No,Si,Si,No,No,Si,Mensual,Si,Cheque Electrónico,95.9,2745.2,Si
Femenino,0,No,No,49,Si,No,DSL,No,No,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),74.45,3721.9,No
Femenino,1,No,No,30,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,104.1,3121.1,No
Femenino,0,Si,No,53,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Tarjeta de crédito (automática),19.05,990.45,No
Masculino,0,No,Si,39,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,25.0,1004.35,No
Femenino,0,No,No,9,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,19.05,157.65,No
Masculino,0,No,No,39,Si,No,Fibra Óptica,No,No,Si,Si,No,No,un anio,No,Cheque Electrónico,81.9,3219.75,No
Masculino,1,No,No,8,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,69.7,572.85,No
Femenino,0,Si,Si,51,Si,Si,Fibra Óptica,No,No,Si,No,No,Si,un anio,Si,Cheque Electrónico,90.15,4554.85,No
Masculino,0,Si,Si,71,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),25.35,1847.55,No
Masculino,1,No,No,71,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Cheque por Correo,24.65,1766.75,No
Femenino,1,Si,No,70,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Tarjeta de crédito (automática),19.55,1462.05,No
Femenino,1,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,25.25,25.25,Si
Masculino,0,Si,No,38,No,Sin Servicio Telefónico,DSL,Si,Si,No,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),60.0,2193.2,No
Femenino,0,Si,No,28,Si,No,Fibra Óptica,No,Si,Si,No,No,Si,Mensual,No,Tarjeta de crédito (automática),89.9,2433.5,No
Femenino,0,Si,No,32,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Transferencia bancaria (automática),19.4,641.15,No
Masculino,1,Si,No,49,Si,No,DSL,No,Si,No,No,No,No,dos anios,No,Cheque por Correo,49.8,2398.4,No
Femenino,0,Si,Si,37,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Transferencia bancaria (automática),24.1,861.85,No
Femenino,0,No,No,10,Si,No,DSL,No,No,Si,Si,No,No,Mensual,No,Cheque Electrónico,54.25,583.0,No
Masculino,0,Si,No,67,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,Si,un anio,No,Tarjeta de crédito (automática),109.9,7332.4,No
Masculino,0,No,No,7,No,Sin Servicio Telefónico,DSL,No,No,Si,Si,No,No,un anio,Si,Tarjeta de crédito (automática),35.5,249.55,No
Femenino,0,No,No,51,Si,No,Fibra Óptica,No,No,No,No,Si,Si,un anio,No,Tarjeta de crédito (automática),87.55,4475.9,No
Femenino,0,No,No,9,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,45.15,416.45,Si
Femenino,0,No,No,9,Si,No,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque por Correo,88.4,788.6,No
Masculino,0,No,No,4,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque por Correo,50.8,202.3,No
Masculino,0,Si,No,71,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,No,dos anios,Si,Cheque Electrónico,99.0,6994.6,No
Femenino,0,Si,Si,50,Si,Si,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),84.4,4116.15,Si
Femenino,1,Si,Si,24,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,dos anios,Si,Cheque Electrónico,96.55,2263.45,No
Masculino,0,Si,No,22,Si,No,DSL,Si,No,No,No,Si,No,un anio,Si,Transferencia bancaria (automática),59.75,1374.35,No
Masculino,0,No,No,44,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,111.5,4915.15,No
Femenino,0,Si,Si,33,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Transferencia bancaria (automática),24.25,838.5,No
Femenino,0,No,No,1,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,75.1,75.1,Si
Femenino,0,Si,No,54,Si,Si,DSL,No,No,No,No,Si,Si,un anio,Si,Tarjeta de crédito (automática),70.15,3715.65,Si
Masculino,0,No,No,42,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,101.75,4273.45,Si
Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,45.8,45.8,Si
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.5,20.5,No
Masculino,0,No,No,30,Si,No,DSL,Si,Si,No,Si,Si,No,un anio,No,Cheque Electrónico,70.4,2044.75,No
Femenino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,Si,No,No,Mensual,No,Cheque por Correo,30.55,30.55,No
Masculino,0,Si,Si,16,Si,Si,DSL,Si,Si,No,Si,Si,Si,Mensual,No,Cheque Electrónico,84.9,1398.25,No
Masculino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,20.1,20.1,Si
Masculino,0,Si,No,9,No,Sin Servicio Telefónico,DSL,No,No,No,Si,Si,No,Mensual,No,Cheque por Correo,40.65,328.95,Si
Masculino,1,Si,No,46,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,101.0,4680.05,Si
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,69.1,69.1,Si
Masculino,0,Si,No,71,Si,No,DSL,Si,No,No,Si,No,No,dos anios,No,Transferencia bancaria (automática),54.5,3778.2,No
Masculino,0,No,No,43,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),75.35,3161.4,No
Masculino,0,Si,No,50,No,Sin Servicio Telefónico,DSL,Si,No,No,Si,Si,No,un anio,Si,Transferencia bancaria (automática),44.45,2188.45,No
Femenino,0,No,No,13,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque por Correo,75.0,999.45,Si
Masculino,0,Si,Si,19,Si,No,Fibra Óptica,No,Si,No,Si,Si,Si,un anio,No,Transferencia bancaria (automática),100.0,1888.65,Si
Femenino,0,No,No,41,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,No,Transferencia bancaria (automática),98.05,3990.6,No
Femenino,1,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,71.15,71.15,Si
Femenino,0,No,No,24,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,Si,Si,Mensual,Si,Tarjeta de crédito (automática),54.15,1240.25,Si
Femenino,0,Si,No,40,Si,Si,DSL,No,Si,No,No,Si,No,un anio,No,Transferencia bancaria (automática),63.9,2635.0,No
Femenino,0,Si,Si,3,Si,Si,DSL,No,Si,Si,No,Si,No,Mensual,Si,Transferencia bancaria (automática),69.15,235.0,No
Femenino,0,No,No,37,Si,Si,DSL,Si,No,No,No,Si,No,un anio,No,Transferencia bancaria (automática),64.65,2347.85,No
Femenino,0,Si,Si,67,Si,Si,Fibra Óptica,Si,No,Si,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),108.75,7156.2,Si
Femenino,0,Si,Si,32,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,98.85,3089.6,No
Femenino,0,Si,No,6,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque Electrónico,49.15,270.8,Si
Femenino,0,Si,Si,32,Si,Si,Fibra Óptica,Si,No,No,No,Si,No,Mensual,No,Cheque Electrónico,89.6,2901.8,No
Femenino,0,No,No,59,Si,Si,Fibra Óptica,No,Si,Si,No,No,No,Mensual,Si,Cheque Electrónico,83.25,4949.1,No
Femenino,0,Si,No,30,Si,No,DSL,No,Si,Si,Si,No,Si,un anio,No,Transferencia bancaria (automática),70.25,2198.9,No
Masculino,0,No,Si,20,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque Electrónico,19.4,374.5,Si
Femenino,0,Si,Si,27,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque Electrónico,24.5,761.95,No
Femenino,1,No,No,20,Si,Si,Fibra Óptica,Si,No,No,No,No,No,Mensual,Si,Cheque Electrónico,79.15,1520.9,Si
Masculino,0,No,Si,9,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,20.1,190.25,No
Femenino,0,Si,Si,68,Si,Si,DSL,Si,Si,Si,No,Si,No,un anio,Si,Tarjeta de crédito (automática),73.0,5163.0,No
Femenino,0,Si,Si,69,Si,Si,DSL,Si,No,No,Si,No,No,dos anios,No,Tarjeta de crédito (automática),61.4,4059.85,No
Masculino,0,No,No,26,Si,Si,Fibra Óptica,No,No,Si,Si,No,No,Mensual,Si,Cheque por Correo,84.3,2281.6,No
Masculino,0,Si,Si,69,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),19.9,1356.7,No
Masculino,0,No,No,11,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,20.4,231.45,No
Masculino,0,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Cheque por Correo,50.75,50.75,No
Masculino,0,Si,Si,10,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,20.45,242.4,No
Femenino,0,Si,Si,55,Si,Si,DSL,Si,Si,No,Si,No,Si,un anio,Si,Transferencia bancaria (automática),75.75,4264.25,No
Masculino,0,No,No,44,Si,No,DSL,Si,No,No,Si,Si,No,un anio,No,Cheque Electrónico,65.4,2774.55,No
Masculino,1,Si,No,46,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,80.4,3605.2,Si
Masculino,0,Si,Si,69,Si,No,DSL,Si,Si,Si,No,No,No,dos anios,Si,Transferencia bancaria (automática),59.75,4069.9,No
Masculino,1,No,No,11,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,78.5,874.2,No
Femenino,0,Si,No,11,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,102.0,1145.35,Si
Masculino,0,No,No,29,Si,No,DSL,No,No,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),48.95,1323.7,No
Femenino,0,Si,No,57,Si,Si,Fibra Óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,99.65,5497.05,No
Masculino,0,No,No,28,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Tarjeta de crédito (automática),18.25,534.7,No
Femenino,0,No,No,42,Si,No,DSL,Si,No,Si,No,No,No,Mensual,No,Tarjeta de crédito (automática),54.55,2455.05,No
Femenino,0,No,No,2,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.65,38.7,Si
Masculino,0,No,Si,23,No,Sin Servicio Telefónico,DSL,Si,Si,No,Si,No,No,un anio,No,Transferencia bancaria (automática),40.65,947.4,No
Femenino,0,Si,Si,18,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.45,357.0,No
Masculino,0,Si,Si,62,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Transferencia bancaria (automática),24.8,1476.25,No
Femenino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque por Correo,70.8,70.8,Si
Masculino,0,No,No,16,Si,Si,Fibra Óptica,No,No,No,Si,No,Si,Mensual,Si,Tarjeta de crédito (automática),89.05,1448.6,Si
Femenino,0,No,No,3,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,96.6,291.9,Si
Masculino,0,No,No,67,Si,Si,DSL,Si,Si,Si,Si,Si,Si,un anio,Si,Transferencia bancaria (automática),88.8,5903.15,No
Masculino,0,No,No,62,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Tarjeta de crédito (automática),20.05,1201.65,No
Femenino,0,Si,No,57,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Tarjeta de crédito (automática),104.5,5921.35,Si
Masculino,0,No,No,2,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,69.8,146.65,No
Femenino,0,Si,Si,23,Si,Si,DSL,Si,No,Si,Si,Si,No,dos anios,Si,Transferencia bancaria (automática),77.15,1759.4,No
Femenino,0,No,Si,25,No,Sin Servicio Telefónico,DSL,Si,No,No,Si,No,No,dos anios,No,Transferencia bancaria (automática),35.05,844.45,No
Femenino,1,No,No,72,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),108.1,7774.05,No
Femenino,0,Si,No,2,Si,Si,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,84.05,134.05,No
Femenino,0,No,No,8,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Transferencia bancaria (automática),20.2,140.95,No
Femenino,0,No,No,5,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por Correo,50.6,249.95,Si
Masculino,0,No,No,35,No,Sin Servicio Telefónico,DSL,No,No,Si,No,Si,Si,Mensual,No,Cheque Electrónico,49.2,1701.65,No
Masculino,0,No,No,24,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque Electrónico,24.6,592.65,No
Femenino,0,Si,Si,2,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,71.65,135.75,No
Masculino,0,Si,Si,72,Si,Si,Fibra Óptica,Si,Si,Si,Si,No,Si,dos anios,Si,Tarjeta de crédito (automática),104.9,7732.65,No
Femenino,0,No,No,41,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,No,Mensual,Si,Cheque Electrónico,106.5,4282.4,No
Masculino,0,No,Si,4,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Cheque Electrónico,49.35,219.65,Si
Masculino,0,No,No,26,Si,No,Fibra Óptica,No,Si,No,No,No,No,un anio,No,Transferencia bancaria (automática),75.5,2018.1,No
Masculino,0,No,No,7,Si,No,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,94.25,669.0,Si
Femenino,0,Si,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,68.95,68.95,Si
Femenino,0,Si,Si,4,Si,Si,DSL,No,Si,No,Si,No,No,Mensual,Si,Cheque por Correo,58.5,224.85,No
Masculino,0,No,No,48,Si,No,DSL,No,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),78.9,3771.5,No
Masculino,1,No,No,2,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,93.85,196.75,Si
Femenino,1,Si,No,12,Si,No,DSL,Si,No,Si,Si,Si,Si,un anio,Si,Cheque Electrónico,79.2,943.85,No
Masculino,0,Si,No,60,Si,Si,Fibra Óptica,Si,No,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria (automática),109.45,6572.85,No
Masculino,0,No,No,55,Si,No,DSL,Si,No,Si,Si,No,No,dos anios,Si,Cheque Electrónico,59.2,3175.85,No
Masculino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,Si,No,No,Mensual,No,Cheque por Correo,29.15,29.15,No
Masculino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.05,20.05,No
Masculino,0,No,No,4,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,76.05,318.9,Si
Masculino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por Correo,24.45,24.45,Si
Femenino,0,No,No,42,Si,No,DSL,No,No,Si,Si,No,Si,dos anios,No,Tarjeta de crédito (automática),66.5,2762.75,No
Femenino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),49.55,49.55,No
Masculino,0,No,No,7,Si,Si,Fibra Óptica,No,No,Si,No,Si,No,Mensual,Si,Tarjeta de crédito (automática),89.35,631.85,Si
Masculino,0,No,No,3,Si,No,Fibra Óptica,No,No,Si,No,No,No,Mensual,Si,Tarjeta de crédito (automática),73.6,232.5,No
Femenino,0,Si,No,72,Si,Si,DSL,Si,Si,Si,No,Si,Si,dos anios,Si,Tarjeta de crédito (automática),82.65,5919.35,No
Masculino,0,No,No,15,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,49.0,749.25,No
Masculino,0,Si,No,4,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,80.35,307.4,Si
Femenino,0,No,No,11,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque Electrónico,25.2,245.15,No
Femenino,0,No,No,5,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,25.45,134.75,No
Femenino,1,No,No,1,Si,No,DSL,Si,No,Si,No,No,No,Mensual,Si,Cheque Electrónico,55.8,55.8,Si
Masculino,0,Si,No,72,Si,Si,Fibra Óptica,Si,No,Si,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),110.9,8240.85,No
Femenino,0,Si,No,55,Si,Si,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),77.75,4266.4,No
Femenino,0,Si,Si,40,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque Electrónico,26.2,1077.5,No
Femenino,0,Si,No,57,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),19.9,1115.6,No
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,79.05,79.05,Si
Masculino,0,Si,No,1,Si,No,Fibra Óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,95.0,95.0,Si
Femenino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,No,Cheque por Correo,25.2,25.2,Si
Masculino,1,Si,Si,52,Si,Si,DSL,No,Si,Si,No,Si,Si,un anio,Si,Cheque Electrónico,80.85,4079.55,No
Masculino,1,No,No,41,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,98.4,4187.75,Si
Masculino,0,Si,No,43,Si,No,DSL,No,No,No,No,Si,No,un anio,Si,Cheque por Correo,56.35,2391.15,No
Femenino,0,Si,Si,47,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),19.3,890.5,No
Masculino,0,No,No,3,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),50.4,137.25,No
Masculino,1,Si,Si,66,Si,Si,DSL,Si,Si,Si,Si,Si,No,dos anios,No,Tarjeta de crédito (automática),79.4,5154.6,Si
Masculino,0,Si,Si,55,Si,No,DSL,No,No,Si,Si,No,No,dos anios,Si,Tarjeta de crédito (automática),55.25,3119.9,No
